GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
49856        1    3537331    3576671    133      23  556      0.42927      0.33386
7161         1    3559129    3662765    355      60  556     -0.28182      0.61096
148870       1    3658965    3698209    182      33  556       1.6763     0.046836
388588       1    3679352    3702546    148      22  556      0.50542      0.30663
57470        1    3686784    3723068    237      32  556    0.0050944      0.49797
9731         1    3718645    3783797    479      25  556     -0.58038      0.71917
1677         1    3763845    3811993    356      43  556     -0.88354      0.81153
339448       1    3795697    3826857    151      22  556      0.13577        0.446
55966        1    4705105    4853851    969     123  556      0.37805       0.3527
261734       1    5912870    6062618    593      31  556      0.80675       0.2099
8514         1    6042358    6171253    473      74  556    -0.032106      0.51281
26038        1    6151847    6250194    393      46  556      -1.4467      0.92601
6146         1    6235080    6269679     95      17  556     -0.33736      0.63208
388591       1    6256189    6291359    114      20  556     -0.13056      0.55194
23463        1    6271253    6306044    100      16  556     -0.45279      0.67465
390992       1    6294252    6315638     54      11  556     -0.59528      0.72417
387509       1    6297406    6331035    104      14  556     -0.96345      0.83234
11332        1    6314332    6463826    652      37  556      -1.1056      0.86554
54626        1    6465292    6494724    124      15  556     0.040193      0.48397
83715        1    6474836    6531004    199      24  556     -0.17559      0.56969
8718         1    6510787    6537432     82      18  556     -0.15972      0.56345
57449        1    6516152    6590121    286      43  556      0.22355      0.41155
79707        1    6571407    6624658    263      13  556      0.25013      0.40124
80835        1    6604987    6649817    171      23  556      0.37578      0.35354
3104         1    6630051    6659340     94      35  556      0.45453      0.32472
9903         1    6640784    6672958     88      27  556     -0.60012      0.72579
148479       1    6663756    6694093     88      22  556    -0.015443      0.50616
90326        1    6674925    6705646    114      27  556    -0.045186      0.51802
55735        1    6684228    6771966    279      30  556     -0.78816       0.7847
23261        1    6835384    7839766   3973     296  556      -1.3899      0.91771
9341         1    7821329    7851492    110      26  556      -1.5785      0.94278
8863         1    7834413    7915241    375      37  556      -2.1899      0.98573
10911        1    7897672    7923551    149      36  556      -2.5291      0.99428
3604         1    7965931    8013225    144      25  556      -1.2387      0.89227
11315        1    8011714    8055342    138      27  556     -0.76373      0.77748
54206        1    8061779    8096393     90      20  556      -0.9085      0.81819
50651        1    8368171    8414227    177      32  556      0.89935      0.18423
473          1    8402464    8887699   1091      44  556       2.0341     0.020973
2023         1    8911059    8949151    116      23  556        2.051     0.020134
765          1    8995893    9045151    251      64  556     -0.88562      0.81209
155184       1    9053359    9096404    207      49  556    -0.022536      0.50899
6518         1    9087005    9141763    271      30  556    -0.042407      0.51691
80045        1    9153472    9199229    202      38  556     -0.11616      0.54624
9563         1    9284822    9341396    267      37  556       1.2452      0.10653
80176        1    9325202    9439591    696     108  556       1.4965     0.067259
84275        1    9589528    9652831    174      28  556        1.104      0.13481
199953       1    9638932    9684935    103      19  556      0.91861      0.17915
5293         1    9701789    9799172    317      51  556       1.8593     0.031495
22883        1    9779079    9894550    444      23  556       1.5453     0.061142
56998        1    9898334    9980316    239      40  556      0.67837      0.24877
84328        1    9972168   10013460    129      26  556      0.64221      0.26037
64802        1    9993486   10055556    167      29  556        1.276      0.10098
116362       1   10047255   10086078    109      17  556     -0.60748      0.72823
10277        1   10083041   10251297    574      38  556      -0.4881      0.68726
23095        1   10260606   10451664    800      26  556      -1.5626      0.94092
5226         1   10448884   10490565    164      27  556      -2.1005      0.98216
378708       1   10479944   10520239    153      20  556      -1.3476       0.9111
100526739    1   10480159   10522060    159      22  556      -1.3659      0.91401
1325         1   10499776   10522060     62      16  556      -0.7924      0.78594
1676         1   10510588   10542613     90      22  556      -1.2424      0.89295
5195         1   10525003   10700815    567      49  556     -0.54274      0.70634
54897        1   10686661   10866733    546      91  556      0.72373      0.23462
148345       1   10996530   11052094    226      27  556       1.0198      0.15392
23435        1   11062462   11095549    108      15  556      0.02617      0.48956
10747        1   11076580   11117296    114      15  556      0.92743      0.17685
6723         1   11104649   11130091     84       9  556      0.64298      0.26012
5394         1   11116675   11169961    189      11  556       1.2072      0.11369
2475         1   11156588   11332614    444      14  556       1.2358      0.10827
10218        1   11239346   11266038     49       4  556       1.3981     0.081049
29914        1   11323255   11358491     61       9  556      0.98899      0.16133
57540        1   11529295   11607640    253      22  556      0.22045      0.41276
26232        1   11697924   11724888     84      27  556     -0.31923      0.62523
93611        1   11704432   11733384     98      26  556     0.033934      0.48647
26270        1   11714150   11744411    112      22  556     -0.19544      0.57747
10459        1   11724537   11761678    137      28  556     -0.81145      0.79145
374946       1   11741781   11790336    155      32  556      -1.8071      0.96463
57085        1   11786142   11820828     90      15  556      0.12033      0.45211
284498       1   11813827   11859642    230      21  556    -0.084224      0.53356
4524         1   11835787   11876160    252      14  556     -0.24069       0.5951
1185         1   11856153   11913201    357      26  556     -0.69921      0.75779
4878         1   11895766   11917840    125      22  556      -0.1063      0.54233
4879         1   11907521   11928992    103      23  556     -0.72103      0.76456
90231        1   11969645   11996485    136      25  556      -1.0612      0.85571
5351         1   11984724   12045599    208      27  556     -0.24035      0.59497
9927         1   12030238   12083572    185      24  556       1.2968     0.097346
60672        1   12069299   12102106     87      19  556      0.47321      0.31803
943          1   12113434   12214264    297      55  556     -0.14847      0.55901
7133         1   12217044   12279279    240      38  556     -0.31095      0.62208
55187        1   12280101   12582099    826      36  556      0.81772      0.20676
9249         1   12617939   12687820    337      55  556       1.1817      0.11866
343066       1   12694566   12737097    139      16  556     -0.84474      0.80087
126767       1   12766118   12798726    136      20  556     -0.61856       0.7319
93190        1   12796163   12831102    165      18  556     -0.82613      0.79564
390999       1   12824984   12848049     83      17  556     -0.55419      0.71027
65121        1   12841546   12866777    217      34  556      -1.2896      0.90141
440560       1   12874468   12901264    171      21  556     0.031474      0.48745
343069       1   12897261   12918578    144       6  556      0.35893      0.35983
65122        1   12906941   12931764    113       6  556      0.40312      0.34343
400735       1   12929033   12956025     23       4  556     -0.28841      0.61348
343071       1   12942727   12968094     15       3  556     -0.21215      0.58401
441871       1   12966467   12990300      1       1  556     -0.51522       0.6968
653606       1   13025543   13048381      2       1  556      0.42114      0.33683
440563       1   13172960   13194326     37       4  556     -0.37197      0.64504
391002       1   13376646   13400765      1       1  556      0.37643       0.3533
126755       1   13791445   13850242    315      56  556      -1.0383      0.85043
10630        1   13900252   13954452    247      55  556      -1.0749      0.85879
7799         1   14016714   14161574    542      45  556       0.5883      0.27816
23254        1   14209646   15454544   5965     413  556       0.8645      0.19366
55092        1   15469028   15556974    549      40  556      -0.2377      0.59394
727684       1   15480692   15508120    142      24  556    -0.031282      0.51248
114827       1   15563730   15734767    721      83  556        1.527     0.063375
79180        1   15726391   15766839    155      42  556       2.2879     0.011073
11330        1   15754938   15783153     82      21  556      0.84242      0.19978
63036        1   15773223   15808586    141      29  556     -0.47749      0.68349
51032        1   15792596   15827895    142      21  556      0.52559      0.29959
842          1   15807896   15861407    228      17  556      0.19595      0.42233
23341        1   15843343   15908228    222      20  556      0.64406      0.25977
79814        1   15888194   15921605    182      16  556      0.62759      0.26514
84301        1   15933953   16005539    208      14  556       1.0819      0.13964
6248         1   15976364   15998217     51       6  556       1.0868      0.13857
23207        1   16000632   16071264    263      25  556       1.2146      0.11227
284723       1   16052721   16077884     84      20  556      0.70834      0.23937
388595       1   16058987   16084292     97      22  556      0.33515      0.36876
54751        1   16073107   16123089    212      38  556       1.3063     0.095731
440567       1   16123657   16144194    123      14  556     -0.39103      0.65211
23013        1   16164359   16276951    321      34  556      0.41963      0.33738
7709         1   16258364   16312627    145      31  556      0.86474      0.19359
101928566    1   16292626   16333701    223      31  556        0.172      0.43172
149563       1   16320731   16343184    162      22  556       1.3462     0.089116
27129        1   16330523   16356084    167      22  556        2.642    0.0041207
1187         1   16338486   16370548    282      28  556        2.285     0.011157
1188         1   16360231   16393821    361      38  556        2.469    0.0067755
348487       1   16374264   16410127    263      24  556       2.6593     0.003915
1969         1   16440832   16492582    140      32  556      0.49927      0.30879
128272       1   16514599   16549104    153      14  556     -0.51842      0.69792
101927546    1   16541343   16563528     63      10  556     -0.57175      0.71625
79363        1   16548182   16573659     62      10  556      -0.8935      0.81421
54455        1   16563339   16688965    334      17  556      0.27071      0.39331
26099        1   16683525   16734643    150      19  556      0.37674      0.35318
374955       1   16712101   16773919    203      39  556     -0.71795      0.76361
55707        1   16757167   16796585    147      29  556      -1.4963      0.93272
100133301    1   16855561   16876198     33       6  556      -1.0101      0.84377
55672        1   16878922   16950100     16       4  556       3.2736   0.00053101
729574       1   16989498   17010007      6       2  556       1.4479     0.073817
729587       1   17050447   17070956      3       2  556       0.6554       0.2561
11223        1   17071129   17100975      2       1  556       1.6815     0.046334
9696         1   17238445   17309474    213      28  556       1.2835     0.099666
4237         1   17290997   17318081     92      18  556      0.11624      0.45373
23400        1   17302453   17348467    119      18  556       1.0102      0.15621
6390         1   17335217   17390665    188      19  556       1.7425     0.040714
11240        1   17383256   17455948    332      21  556     -0.53941       0.7052
29943        1   17521621   17582501    291      61  556      0.12619      0.44979
51702        1   17565593   17620728    284      35  556     -0.96478      0.83267
23569        1   17624690   17700495    563      47  556     -0.49403      0.68936
353238       1   17688741   17738195    328      28  556      -0.3118       0.6224
55920        1   17723251   17776250    222      35  556      0.27277      0.39252
55160        1   17836693   18034370    706      67  556       -2.459      0.99303
81569        1   18071808   18163558    332      42  556       0.2993      0.38235
84966        1   18424240   18714977   1289     165  556      -1.3068      0.90436
127707       1   18797424   18822540    150      27  556      -1.8837       0.9702
5081         1   18947500   19085360    454      76  556     -0.11166      0.54445
80834        1   19156093   19196155    239      38  556      0.72238      0.23503
8659         1   19187924   19239293    161      19  556     -0.75755      0.77564
126917       1   19220774   19292826    307      42  556     -0.97298      0.83472
23352        1   19391000   19546812    445      34  556      0.75096      0.22634
23065        1   19532158   19588053    236      33  556      0.70594      0.24011
51154        1   19568075   19596622    164      24  556       1.4288     0.076526
22977        1   19599057   19625280    137      12  556      0.77888      0.21803
8574         1   19619202   19648640    123      31  556       1.2369      0.10806
54896        1   19628740   19668925    208      34  556      0.71737      0.23657
832          1   19655267   19822066    833      43  556    -0.076171      0.53036
440574       1   19913471   19966315    239      27  556      -0.6219        0.733
100532736    1   19913471   19994949    381      44  556     -0.36074      0.64085
4681         1   19959723   19994949    184      43  556     0.029171      0.48836
3362         1   19981780   20016055    151      23  556      0.26959      0.39374
255104       1   19998706   20136424    569      62  556      0.57334      0.28321
54546        1   20130522   20151771    117      28  556      0.24114      0.40472
23252        1   20198356   20249438    181      34  556     -0.95951      0.83135
30814        1   20236800   20260110    112      28  556     -0.71705      0.76333
5320         1   20291924   20316932    125      31  556      0.61881      0.26802
5322         1   20376157   20428394    245      42  556      0.62204      0.26696
26279        1   20429143   20456059    106      35  556       1.1044      0.13472
64600        1   20455823   20486879     85      33  556    -0.067872      0.52706
391013       1   20480484   20511687     91      22  556     -0.26881      0.60596
127733       1   20502578   20532540     82      17  556     -0.19124      0.57583
127731       1   20607412   20691662    414      47  556      0.68865      0.24552
55450        1   20798884   20822728     66      22  556       0.2338      0.40757
79594        1   20815941   20844674    110      29  556     -0.20166      0.57991
163933       1   20868932   20891513    123      29  556       1.0958      0.13659
978          1   20905444   20955401    316      31  556       2.1901     0.014258
65018        1   20949948   20988004    196      26  556      -0.7142      0.76245
1650         1   20968260   20998037    159      27  556     -0.71295      0.76206
57576        1   20980475   21054317    362      67  556     -0.38844      0.65116
400745       1   21036225   21069133    138      31  556      0.60361      0.27305
50809        1   21059170   21123808    181      26  556        1.586     0.056365
8672         1   21122785   21513381   1070      37  556       1.6221      0.05239
1889         1   21533740   21682034    618      66  556     -0.63397      0.73695
84224        1   21756583   21821393    392      32  556     0.096992      0.46137
249          1   21825475   21914905    516      52  556       1.9008     0.028667
5909         1   21912708   22006010    455      75  556       2.1396     0.016193
84196        1   21994791   22119688    554      51  556     -0.34645       0.6355
401944       1   22128758   22161714    153      48  556     -0.92616      0.82282
3339         1   22138737   22273750    583      54  556       0.2881      0.38664
23436        1   22293418   22325847    402      31  556       1.1456      0.12599
10136        1   22318149   22349035    273      27  556       1.8737     0.030489
998          1   22369120   22429439    206      32  556       1.9549     0.025297
54361        1   22433798   22480474    207      42  556       1.9101     0.028058
9923         1   22768344   22867650    225      32  556     -0.49969      0.69135
2046         1   22880004   22940087    286      37  556       1.0009      0.15844
712          1   22953118   22976175     91      13  556       1.7754     0.037919
714          1   22959969   22984603    116      15  556       2.1155     0.017193
713          1   22969682   22998130    121      19  556       2.3681    0.0089388
2048         1   23027263   23251823    772     103  556     -0.27185      0.60713
646262       1   23269536   23309524    138      23  556      0.70981      0.23891
729059       1   23327327   23352343     52      12  556       1.9527      0.02543
23028        1   23335937   23420184    148      19  556       2.0009     0.022701
7798         1   23400516   23514301    311      29  556      0.37919      0.35227
3352         1   23508388   23531222    104      11  556     -0.11372      0.54527
10236        1   23625953   23681143    152      24  556     -0.84749      0.80164
80818        1   23675941   23706357     84      14  556      0.53841      0.29515
6920         1   23697555   23761269    215      38  556       1.8579     0.031593
55616        1   23745056   23820750    272      25  556       2.0304     0.021158
1870         1   23822920   23867712    142      27  556     -0.85788      0.80452
3399         1   23874421   23896285     71      24  556     -0.50478      0.69314
6135         1   24008269   24032915     91      19  556    -0.039261      0.51566
6924         1   24059856   24098549    102      17  556    -0.060563      0.52415
57095        1   24094876   24124722     45      23  556      0.78107      0.21738
11313        1   24107275   24132029     35      19  556      0.74204      0.22903
2582         1   24112089   24137294     35      12  556       1.6736     0.047102
3155         1   24118367   24175110    118      18  556       2.2981     0.010779
2517         1   24161567   24204859    179      14  556       2.2749     0.011456
1269         1   24187005   24295549    347      22  556       1.4361     0.075488
55629        1   24276301   24299952     14       5  556       -1.364      0.91372
10772        1   24282935   24316953     23       7  556       -1.055      0.85429
127294       1   24372531   24448665    376      42  556     -0.69352      0.75601
58985        1   24436261   24479783    200      43  556      -0.3635      0.64188
163702       1   24470647   24523765    282      41  556     -0.93941      0.82624
57822        1   24635812   24700972    231      56  556       1.6716     0.047301
90529        1   24673489   24751587    279      27  556      0.49979      0.30861
57185        1   24732245   24809473    321      38  556      -0.4039      0.65686
11123        1   24818841   24873510    243      36  556     -0.14435      0.55739
400746       1   24872567   24945819    392      47  556     0.088745      0.46464
10250        1   24959594   25009772     80      22  556     -0.36957      0.64415
25932        1   25061760   25180815    241      39  556      -1.0598      0.85538
864          1   25216002   25301648    341      56  556      -2.0359      0.97912
25949        1   25538767   25569013     56       9  556     -0.23777      0.59397
57035        1   25558740   25584010     52       9  556     -0.31639      0.62415
6007         1   25588884   25666936    120      16  556     -0.98491      0.83767
23585        1   25654789   25698852     78      13  556     -0.40403       0.6569
6006         1   25677853   25757363    207      19  556     -0.20377      0.58073
55219        1   25747388   25836700    179      10  556    -0.011882      0.50474
26119        1   25860071   25905377     73      11  556       2.2313     0.012829
57134        1   25933959   26121258    520      45  556      0.17577      0.43024
57190        1   26116667   26154713    139      16  556     -0.46633      0.67951
56181        1   26136397   26169433    110      11  556     -0.27599      0.60872
79000        1   26148414   26195939    145      11  556      -0.4728      0.68182
164091       1   26177975   26212461     93      14  556     -0.43242      0.66728
3925         1   26200670   26243368     97      15  556     -0.34374      0.63448
5051         1   26276258   26336366    209      23  556      0.85082      0.19743
2134         1   26338266   26372955    114      24  556    -0.076871      0.53064
7780         1   26354513   26383439    100      18  556      0.36624      0.35709
84676        1   26367792   26404142    148      22  556      0.83902      0.20073
149420       1   26427656   26462039    115       7  556      0.79582      0.21307
79927        1   26475511   26499119     94      22  556      0.27429      0.39193
51042        1   26486388   26507364     81      14  556      0.15612      0.43797
10256        1   26493981   26526375    133      21  556     -0.22474      0.58891
378807       1   26507119   26539033    127      28  556     0.022993      0.49083
64793        1   26550644   26615529    253      18  556      0.75688      0.22456
83442        1   26596213   26618013     93      14  556      0.40956      0.34107
91544        1   26598773   26654756    226      22  556      0.27764      0.39064
1043         1   26634411   26657014    100      16  556      0.17216      0.43165
55057        1   26638350   26690621    225      32  556      0.79048      0.21462
257101       1   26678125   26711023    165      26  556      0.57752      0.28179
79727        1   26727269   26766219    122      27  556      0.10431      0.45846
79947        1   26748773   26807797    131      28  556      0.38956      0.34843
3151         1   26788902   26813133     64      16  556       1.0283      0.15191
6195         1   26846249   26911520    196      35  556      0.80202      0.21127
101928728    1   27008623   27032896     45      13  556      0.38058      0.35176
8289         1   27012522   27118601    195      19  556      0.38931      0.34852
55650        1   27103739   27134894     47      16  556      0.16498      0.43448
84243        1   27143201   27194092     96      17  556     -0.40776      0.65828
2810         1   27179633   27200947     46       9  556       0.2745      0.39185
54707        1   27195872   27226869     59      11  556      0.05554      0.47785
63906        1   27206979   27236962     56      13  556      0.33777      0.36777
8431         1   27227975   27250567     56      12  556      0.47368      0.31786
10726        1   27238187   27283362     98      21  556      0.37634      0.35333
126695       1   27266047   27296901     62      12  556      0.68056      0.24807
388610       1   27310189   27337377     59      13  556      0.53758      0.29543
115572       1   27321511   27349333     64      17  556     -0.14812      0.55887
6548         1   27415300   27491621    134      22  556       1.9436     0.025974
23038        1   27551007   27645124    196      26  556      0.61346      0.26979
84065        1   27638636   27672891     96      24  556     -0.15682      0.56231
84958        1   27658483   27690423    116      28  556    -0.059154      0.52359
9064         1   27671670   27703558     97      31  556    -0.015846      0.50632
8547         1   27685601   27711315     62      23  556     -0.12223      0.54864
388611       1   27695596   27719823     50      13  556     -0.65126      0.74256
2827         1   27709148   27732318     47      12  556      -1.1133       0.8672
10163        1   27720734   27826678    243      26  556     -0.82153      0.79433
27245        1   27850756   27940463    159      37  556     -0.53835      0.70483
2268         1   27928800   27971727    107      26  556      -1.4633      0.92831
2537         1   27982572   28008724     82      24  556     -0.47333      0.68201
199870       1   28042490   28099426    148      13  556     -0.95039      0.82904
23673        1   28089694   28160963    175      23  556     -0.99037        0.839
5511         1   28147252   28188183     96      20  556     -0.97641      0.83557
9473         1   28189055   28223196    131      26  556     -0.67196       0.7492
6118         1   28208035   28251255    193      21  556     -0.65151      0.74264
27293        1   28251456   28295663    208      28  556      -1.0873      0.86155
55113        1   28276504   28304604    101      31  556     -0.64459       0.7404
2140         1   28286855   28425173    531      37  556     -0.50599      0.69357
5724         1   28463677   28530447    154      42  556     -0.91328      0.81945
22826        1   28516789   28569542    207      22  556     -0.28289      0.61137
93974        1   28552602   28574616    100      10  556     -0.35715      0.63951
83667        1   28575963   28619002    165      27  556     -0.63895      0.73857
54797        1   28645513   28672478     74      24  556     -0.33349      0.63062
65979        1   28686093   28836881    601      15  556     -0.37316      0.64548
1104         1   28822455   28875708    208      26  556     -0.52094       0.6988
54952        1   28869529   28915057    115      27  556     -0.73534      0.76893
115273       1   28908712   28931098     42      19  556     0.055464      0.47788
6883         1   28919608   28985416    152      37  556     -0.19173      0.57602
10691        1   28985234   29052115    151      23  556     -0.11773      0.54686
51441        1   29053133   29106287    136      24  556     -0.20636      0.58175
4985         1   29128654   29200208    315      38  556     -0.64481      0.74047
2035         1   29203603   29456558    725      45  556     -0.14488       0.5576
399474       1   29435937   29460421     86      19  556     -0.89039      0.81337
6429         1   29464250   29518637    172      33  556     -0.37134      0.64481
51102        1   29509385   29567460    214      33  556     -0.27982      0.61019
10076        1   29553028   29663325    387      57  556      -1.0236      0.84698
4146         1   31174124   31206432    155      17  556       0.9045      0.18287
7805         1   31195315   31240683    142      38  556      0.57173      0.28375
9672         1   31332313   31391480    237      69  556   -0.0037259      0.50149
9698         1   31394353   31548838    539      36  556     -0.55084      0.70913
79570        1   31642592   31722734    394      29  556      0.29609      0.38358
9410         1   31722415   31779644    217      21  556     -0.57929       0.7188
51538        1   31759832   31848569    287      19  556     -0.55633      0.71101
2170         1   31828100   31855923     78      13  556     -0.28098      0.61064
347735       1   31872412   31917527    227      28  556      0.75442       0.2253
64129        1   32032086   32063290     88      28  556      0.38248      0.35105
3061         1   32073290   32103214     69       8  556      0.80481      0.21047
553115       1   32085463   32120838     72       9  556      0.99169      0.16067
1307         1   32107848   32179768    227      45  556       1.0643       0.1436
576          1   32182718   32240494    164      18  556       2.4296    0.0075569
90853        1   32246023   32291630    153      25  556        1.317     0.093918
8073         1   32362022   32413988    192      19  556      -0.7997      0.78806
10657        1   32469295   32536460     87      37  556    -0.084504      0.53367
55116        1   32528503   32578467    101      21  556     -0.51044      0.69513
23633        1   32563644   32652169    178      27  556     -0.83413       0.7979
200081       1   32635293   32673886     75      17  556     -0.68557      0.75351
79140        1   32656202   32680991     54      16  556     -0.01286      0.50513
55721        1   32661236   32684288     51      18  556      0.12042      0.45207
149069       1   32664695   32691797     60      15  556     -0.42077      0.66304
56063        1   32670040   32697954     61      13  556     -0.40134      0.65592
8668         1   32677971   32707205     66      11  556     -0.73653       0.7693
84734        1   32702818   32724461     62      14  556     -0.49035      0.68806
3932         1   32706840   32761766    110      40  556     -0.84301      0.80039
3065         1   32747708   32809227     77      46  556      -1.1181      0.86823
65108        1   32789430   32811840     27      21  556     -0.20081      0.57958
81629        1   32808365   32840098     48      18  556     -0.92133      0.82156
100128071    1   32816871   32837844     30      10  556     -0.81817      0.79337
55108        1   32820704   32870062     82      31  556      -0.5211      0.69885
728116       1   32920658   32963460     82      21  556      -0.6029      0.72671
653121       1   32994772   33081542    293      24  556      -1.1801      0.88101
339487       1   33076421   33126565    203      18  556      -1.4269       0.9232
5928         1   33106749   33161812    216      16  556      -1.3487      0.91129
81493        1   33135507   33178361    154      16  556      -1.6424      0.94974
57648        1   33197492   33250571    120      34  556     -0.43041      0.66655
8565         1   33230840   33293633    167      27  556     -0.72483      0.76572
64766        1   33272368   33334480    154      33  556      -1.1619      0.87736
252995       1   33317869   33348093     75      24  556     -0.50224      0.69225
3208         1   33341688   33370247     76      27  556     -0.49486      0.68965
113452       1   33350196   33377041     56      17  556      -0.5951      0.72411
127544       1   33392050   33440467    139      26  556     -0.79113      0.78557
204          1   33463541   33512512    129      24  556     0.076447      0.46953
113451       1   33536711   33596132    162      28  556     -0.26853      0.60585
55223        1   33601000   33657671    200      23  556     -0.93245      0.82445
149076       1   33711908   33776321    164      30  556     -0.31527      0.62372
127550       1   33762367   33796699    131      26  556     -0.36358      0.64191
1912         1   33779224   33851194    271      29  556     -0.65589      0.74405
7579         1   33928232   33972105    131      20  556     -0.30207       0.6187
114784       1   33969609   34641443   2561     226  556       1.0762      0.14092
127540       1   34316076   34340392     80      21  556       1.2182      0.11158
84970        1   34622624   34694732    325      45  556      -1.2907       0.9016
2709         1   35210648   35234113     17      11  556      0.85741      0.19561
127534       1   35215342   35239325     16      10  556       1.2625      0.10338
2707         1   35236790   35261967     21       4  556       -1.537      0.93786
2701         1   35248559   35271351     53      11  556      -1.1698      0.87896
113444       1   35305963   35335417     82      26  556     -0.99693       0.8406
58512        1   35321037   35401083    148      42  556     -0.69306      0.75586
100506144    1   35437127   35460948     63       8  556     -0.13682      0.55441
9204         1   35441766   35507569    166      12  556     -0.30217      0.61874
79830        1   35515387   35591460    148      17  556      0.46751      0.32007
6421         1   35631981   35668766    140      15  556      0.29422       0.3843
9202         1   35724444   35897545    336      24  556      0.66056      0.25445
79932        1   35889091   36033037    258      23  556      0.76598      0.22184
23154        1   36013311   36042380     52      14  556       1.0815      0.13975
339488       1   36028971   36070929     70      17  556        1.165      0.12202
5690         1   36030259   36117445    128      23  556       1.2428      0.10697
127703       1   36169477   36194790     44      10  556       2.7323    0.0031443
63967        1   36175819   36245568    115      16  556       2.5381    0.0055734
192670       1   36263231   36333491    113      22  556       2.3645    0.0090275
26523        1   36325412   36405211    145      28  556       1.9581      0.02511
192669       1   36386364   36532360    218      29  556       1.7192     0.042792
27285        1   36539676   36563877     59      13  556       1.0133      0.15546
54936        1   36544453   36569533     68      15  556       1.0953       0.1367
1296         1   36550840   36601305    137      25  556        1.551     0.060446
27095        1   36592170   36631654    110      17  556       1.6331     0.051221
55700        1   36611751   36656450    130      19  556      0.48474      0.31393
9967         1   36680017   36780958    159      17  556     0.066906      0.47333
79729        1   36761889   36803544     75      15  556     -0.32253      0.62647
55194        1   36777631   36800567     43      13  556     -0.40514      0.65731
