GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
90231        1   11969645   11996485    124      21  327839      0.72635      0.23381
5351         1   11984724   12045599    206      27  356539      -0.8072      0.79022
9927         1   12030238   12083572    185      24  343100     -0.14464       0.5575
60672        1   12069299   12102106     86      19  377213       0.6228      0.26671
943          1   12113434   12214264    294      56  313018        1.413     0.078834
7133         1   12217044   12279279    219      33  316976       1.9733     0.024231
55187        1   12280101   12582099    821      34  368574     -0.32439      0.62718
9249         1   12617939   12687820    302      47  371512     -0.59702      0.72475
343066       1   12694566   12737097    140      16  342596      0.89074      0.18653
126767       1   12766118   12798726    143      23  342903     -0.64602      0.74087
93190        1   12796163   12831102    169      19  356638     -0.72821      0.76676
390999       1   12824984   12848049     68      14  303333     -0.33841      0.63247
65121        1   12841546   12866777    160      24   98331       1.1916      0.11671
440560       1   12874468   12901264    151      17   82841      -1.0938      0.86298
343069       1   12897261   12918578    167       9  240515      -1.0002       0.8414
65122        1   12906941   12931764    147      10  247479     -0.82619      0.79565
400735       1   12929033   12956025      8       4   55084      0.41738       0.3382
343071       1   12942727   12968094      5       2   81636      0.91543      0.17998
441873       1   13130447   13155000      1       1  376238      -1.1909      0.88315
440563       1   13172960   13194326     62       8  252194      -1.2467      0.89375
645414       1   13684889   13708405      1       1  364859     -0.14539       0.5578
391004       1   13706088   13729064      7       2   16672     -0.17001       0.5675
645425       1   13726907   13757803     11       3   17477     -0.67016      0.74862
126755       1   13791445   13850242    310      55  314380    -0.098393      0.53919
10630        1   13900252   13954452    241      51  332808      0.60882      0.27132
7799         1   14016714   14161574    517      39  388133      0.19888      0.42118
23254        1   14209646   15454544   5978     429  366829       0.7323      0.23199
55092        1   15469028   15556974    538      37  391593     -0.74069      0.77056
727684       1   15480692   15508120    136      22  401205      -1.3551      0.91231
114827       1   15563730   15734767    716      83  342460       1.1801      0.11897
79180        1   15726391   15766839    169      41  344175     -0.13427      0.55341
11330        1   15754938   15783153    102      25  357814     -0.77876      0.78194
63036        1   15773223   15808586    145      30  373884     -0.47918      0.68409
51032        1   15792596   15827895    142      21  370120     -0.79602      0.78699
842          1   15807896   15861407    228      17  386886      -1.3515      0.91173
23341        1   15843343   15908228    226      20  372846      -1.1328      0.87135
79814        1   15888194   15921605    183      16  356398     -0.78502      0.78378
84301        1   15933953   16005539    215      15  367101     -0.29542      0.61616
6248         1   15976364   15998217     54       7  384623     -0.48826      0.68732
23207        1   16000632   16071264    266      26  376472     -0.99164      0.83931
284723       1   16052721   16077884     80      19  355157     -0.48588      0.68647
388595       1   16058987   16084292     88      20  360086      -0.4274      0.66546
54751        1   16073107   16123089    194      33  374579      0.71418      0.23756
440567       1   16123657   16144194    120      13  376859     -0.20965      0.58303
23013        1   16164359   16276951    316      32  379789     -0.70522      0.75966
7709         1   16258364   16312627    152      33  377236     -0.99138      0.83925
101928566    1   16292626   16333701    228      32  381321      -0.6862      0.75371
149563       1   16320731   16343184    169      24  393547     -0.96364      0.83239
27129        1   16330523   16356084    173      24  405420      -1.3312      0.90844
1187         1   16338486   16370548    264      26  342267     -0.16231      0.56447
1188         1   16360231   16393821    336      34  285035      0.14965      0.44052
348487       1   16374264   16410127    252      25  297116      0.29673      0.38334
1969         1   16440832   16492582    141      33  374324     -0.83092      0.79699
128272       1   16514599   16549104    153      14  350567      0.31599        0.376
101927546    1   16541343   16563528     66      11  407178     -0.62701      0.73467
79363        1   16548182   16573659     67      11  412554     -0.78152      0.78275
54455        1   16563339   16688965    342      18  383512     -0.41038      0.65924
26099        1   16683525   16734643    157      21  383689      0.67077      0.25118
374955       1   16712101   16773919    206      38  380856     0.057885      0.47692
55707        1   16757167   16796585    132      24  381671      0.19479      0.42278
100133301    1   16855561   16876198     16       3  126850      -1.3394      0.90978
55672        1   16878922   16950100      2       1   17477     -0.92115      0.82151
729574       1   16989498   17010007     16       4   83268      0.40021       0.3445
9696         1   17238445   17309474    270      31  227707      0.27117      0.39313
4237         1   17290997   17318081    110      26  367625       1.7022     0.044358
23400        1   17302453   17348467    140      25  367579       2.3976    0.0082504
6390         1   17335217   17390665    209      24  404143       2.2304     0.012862
11240        1   17383256   17455948    381      28  382133      0.67293       0.2505
29943        1   17521621   17582501    311      67  353789      -1.0759      0.85901
51702        1   17565593   17620728    294      34  400544      -1.5018      0.93343
23569        1   17624690   17700495    528      41  355277     -0.32323      0.62674
353238       1   17688741   17738195    304      26  384343      0.34481      0.36512
55920        1   17723251   17776250    202      29  369678      0.74812      0.22719
55160        1   17836693   18034370    597      75  351206      -0.1819      0.57217
81569        1   18071808   18163558    295      31  334617     0.042501      0.48305
84966        1   18424240   18714977   1248     158  359596      0.45083      0.32606
127707       1   18797424   18822540    145      26  391774     -0.29939      0.61768
5081         1   18947500   19085360    510      89  342223      0.37417      0.35414
80834        1   19156093   19196155    283      39  368756      0.50893       0.3054
8659         1   19187924   19239293    337      42  367404       1.9323     0.026663
126917       1   19220774   19292826    369      51  366819        1.689     0.045611
23352        1   19391000   19546812    477      42  391846      0.38168      0.35135
23065        1   19532158   19588053    232      32  408124      0.41364      0.33957
51154        1   19568075   19596622    159      22  401979      0.20343       0.4194
22977        1   19599057   19625280    130      11  362309     -0.13006      0.55174
8574         1   19619202   19648640    121      30  367094      -0.2499      0.59867
54896        1   19628740   19668925    201      32  371950     -0.29769      0.61703
832          1   19655267   19822066    822      44  378588     -0.33056      0.62951
440574       1   19913471   19966315    229      26  378594      0.98777      0.16163
100532736    1   19913471   19994949    358      41  365018      0.54655      0.29234
4681         1   19959723   19994949    167      39  351714     -0.47735      0.68344
3362         1   19981780   20016055    143      21  366503      -0.4111       0.6595
255104       1   19998706   20136424    527      58  367375    -0.073895      0.52945
54546        1   20130522   20151771    115      27  350674       1.1571      0.12361
23252        1   20198356   20249438    170      31  392823      -0.7358      0.76908
30814        1   20236800   20260110    112      29  393547     -0.54382      0.70672
5320         1   20291924   20316932    116      29  376532      -1.2532      0.89493
5322         1   20376157   20428394    219      36  397148      0.77551      0.21902
26279        1   20429143   20456059     96      30  316905     -0.66819      0.74799
64600        1   20455823   20486879     80      30  310403      0.55602       0.2891
391013       1   20480484   20511687     92      22  376749      0.46229      0.32194
127733       1   20502578   20532540     79      16  347984       1.1312      0.12898
127731       1   20607412   20691662    397      42  386804       -1.311      0.90507
55450        1   20798884   20822728     70      19  391593     0.078604      0.46867
79594        1   20815941   20844674    110      27  382682      0.33497      0.36882
163933       1   20868932   20891513    110      24  384481      0.44132      0.32949
978          1   20905444   20955401    301      27  356394     -0.45176      0.67428
65018        1   20949948   20988004    189      25  384413     -0.92169      0.82166
1650         1   20968260   20998037    153      26  375447     -0.93006      0.82383
57576        1   20980475   21054317    351      69  361450      0.57163      0.28378
400745       1   21036225   21069133    134      30  389532       3.1192   0.00090686
50809        1   21059170   21123808    171      24  379184       3.6611   0.00012557
8672         1   21122785   21513381   1023      34  363352       3.9803   3.4409e-05
1889         1   21533740   21682034    565      60  389444     -0.11403      0.54539
84224        1   21756583   21821393    367      29  321806      0.20254      0.41975
249          1   21825475   21914905    480      56  381098      0.46688      0.32029
5909         1   21912708   22006010    444      68  384143     -0.24493      0.59675
84196        1   21994791   22119688    550      49  383533      0.20586      0.41845
401944       1   22128758   22161714    142      43  381818       1.1089      0.13373
3339         1   22138737   22273750    568      55  377439       0.9384      0.17402
23436        1   22293418   22325847    337      26  198752       0.3945       0.3466
10136        1   22318149   22349035    236      30  204423      0.44751      0.32725
998          1   22369120   22429439    227      36  379652       1.4264     0.076881
54361        1   22433798   22480474    204      41  384312      0.95701      0.16928
9923         1   22768344   22867650    251      39  380438       1.8787     0.030142
2046         1   22880004   22940087    289      39  351194      0.69041      0.24497
712          1   22953118   22976175     99      15  396793     0.092065      0.46332
714          1   22959969   22984603    124      17  400363     -0.39195      0.65245
713          1   22969682   22998130    127      21  394746     -0.57932      0.71881
2048         1   23027263   23251823    684      89  335310       1.3748     0.084596
646262       1   23269536   23309524    143      25  380370     -0.17558      0.56969
729059       1   23327327   23352343     51      11  380175      0.47123      0.31874
23028        1   23335937   23420184    156      21  391767     -0.31265      0.62273
7798         1   23400516   23514301    306      29  380971     -0.59307      0.72343
3352         1   23508388   23531222    105      12  383623     -0.97073      0.83416
10236        1   23625953   23681143    135      20  370017      0.38754      0.34918
80818        1   23675941   23706357     97      18  386330      0.33952      0.36711
6920         1   23697555   23761269    222      39  378419     -0.18024      0.57152
55616        1   23745056   23820750    272      25  373330      0.34789      0.36396
1870         1   23822920   23867712    165      33  333788      0.17886      0.42902
3399         1   23874421   23896285     61      19  365594     -0.23895      0.59443
6135         1   24008269   24032915     74      16  261340     -0.49512      0.68974
6924         1   24059856   24098549     95      20  351661     -0.74224      0.77103
57095        1   24094876   24124722     35      18  342776      0.59695      0.27527
11313        1   24107275   24132029     32      18  347978       0.7467      0.22762
2582         1   24112089   24137294     30       9  408007      0.72815      0.23326
3155         1   24118367   24175110    103      14  363152       0.5342       0.2966
2517         1   24161567   24204859    165      12  356718      -0.2911      0.61451
1269         1   24187005   24295549    342      23  321150     -0.40513      0.65731
55629        1   24276301   24299952     10       3   90449     -0.48121      0.68482
10772        1   24282935   24316953     19       5   92449     0.034963      0.48605
127294       1   24372531   24448665    408      46  361416      0.27834      0.39037
58985        1   24436261   24479783    213      43  373503    -0.015815      0.50631
163702       1   24470647   24523765    257      33  351159     -0.59157      0.72293
57822        1   24635812   24700972    218      51  380398     -0.89393      0.81432
90529        1   24673489   24751587    300      30  391890     -0.61834      0.73182
57185        1   24732245   24809473    317      35  379304     -0.14654      0.55825
11123        1   24818841   24873510    229      33  380772       1.0135      0.15541
400746       1   24872567   24945819    371      44  382793       0.6797      0.24835
10250        1   24959594   25009772     66      16  372853      0.70973      0.23894
25932        1   25061760   25180815    229      34  360250      -1.1116      0.86685
864          1   25216002   25301648    303      47  353612      0.55762      0.28855
25949        1   25538767   25569013     74      11  347789     -0.95078      0.82914
57035        1   25558740   25584010     56      11  361613     -0.78614      0.78411
6007         1   25588884   25666936    150      27  136444      0.55907      0.28806
23585        1   25654789   25698852     86      14  294835    -0.067645      0.52697
6006         1   25677853   25757363    199      21  331502      -0.2095      0.58297
55219        1   25747388   25836700    170      10  366894      0.29642      0.38345
26119        1   25860071   25905377    128      22  355490       1.6147     0.053187
57134        1   25933959   26121258    469      47  308106     -0.72697      0.76638
57190        1   26116667   26154713    135      16  362535     0.010506      0.49581
56181        1   26136397   26169433    103       9  385299     0.041448      0.48347
79000        1   26148414   26195939    141      11  377254     -0.34152      0.63365
164091       1   26177975   26212461     89      14  367707      -1.0067      0.84295
3925         1   26200670   26243368     90      13  382215     -0.94423      0.82747
5051         1   26276258   26336366    207      23  374894      -0.7415       0.7708
2134         1   26338266   26372955    122      28  376089     -0.40195      0.65614
7780         1   26354513   26383439    110      22  380874     -0.39785      0.65463
84676        1   26367792   26404142    151      23  381429     -0.24818        0.598
149420       1   26427656   26462039    115       7  367939      0.13546      0.44612
79927        1   26475511   26499119    104      26  392848     -0.43239      0.66727
51042        1   26486388   26507364    104      21  395072     -0.18258      0.57244
10256        1   26493981   26526375    150      26  391122     0.050873      0.47971
378807       1   26507119   26539033    133      30  389409     0.029449      0.48825
64793        1   26550644   26615529    258      19  394019     -0.28658      0.61278
83442        1   26596213   26618013     96      15  406889     -0.19481      0.57723
91544        1   26598773   26654756    229      23  391794     0.038449      0.48466
1043         1   26634411   26657014    100      16  366762      0.27242      0.39265
55057        1   26638350   26690621    235      35  383223      0.68509      0.24664
257101       1   26678125   26711023    171      28  379767      0.98556      0.16217
79727        1   26727269   26766219    118      26  345231     -0.69764       0.7573
79947        1   26748773   26807797    150      33  386835      0.42538      0.33528
3151         1   26788902   26813133     69      18  383447      0.13724      0.44542
6195         1   26846249   26911520    197      35  379956    -0.033559      0.51339
101928728    1   27008623   27032896     40      11  397338       0.5227      0.30059
8289         1   27012522   27118601    196      19  382539      0.31142      0.37774
55650        1   27103739   27134894     47      16  352549      0.13377      0.44679
84243        1   27143201   27194092     94      17  373721     -0.65659      0.74428
2810         1   27179633   27200947     43       8  298615    -0.051295      0.52045
54707        1   27195872   27226869     66      14  355441      0.17695      0.42977
63906        1   27206979   27236962     59      14  362653     0.056179       0.4776
8431         1   27227975   27250567     52      10  358816     -0.49403      0.68936
10726        1   27238187   27283362     97      19  381976      0.22833       0.4097
126695       1   27266047   27296901     67      12  372881      0.39021      0.34819
388610       1   27310189   27337377     55      12  376906       1.5447     0.061214
115572       1   27321511   27349333     46      12  358314       1.6467     0.049806
6548         1   27415300   27491621    112      16  371188     -0.31368      0.62312
23038        1   27551007   27645124    187      23  358253      0.46927      0.31944
84065        1   27638636   27672891     93      23  395800      0.56411      0.28634
84958        1   27658483   27690423    114      27  371508      0.76756      0.22138
9064         1   27671670   27703558     96      31  345549       0.5638      0.28644
8547         1   27685601   27711315     65      25  351388     -0.75484      0.77483
388611       1   27695596   27719823     50      13  354263     -0.37851      0.64747
2827         1   27709148   27732318     54      16  394855     -0.12619      0.55021
10163        1   27720734   27826678    248      27  358971    -0.030854      0.51231
27245        1   27850756   27940463    145      33  339527      -1.2675      0.89752
2268         1   27928800   27971727    101      24  320803     -0.33055      0.62951
2537         1   27982572   28008724     70      18  313660     0.099418       0.4604
199870       1   28042490   28099426    142      12  368786     -0.58331      0.72016
23673        1   28089694   28160963    162      20  354586      0.97105      0.16576
5511         1   28147252   28188183     80      14  354671      0.84561      0.19889
9473         1   28189055   28223196    124      23  385194        1.182      0.11861
6118         1   28208035   28251255    186      20  360734      0.91399      0.18036
27293        1   28251456   28295663    209      29  380667      0.12353      0.45084
55113        1   28276504   28304604     97      30  388439    -0.040273      0.51606
2140         1   28286855   28425173    515      36  367965      0.27735      0.39076
5724         1   28463677   28530447    151      41  374241     -0.79059      0.78541
22826        1   28516789   28569542    209      22  389044     -0.30448      0.61962
93974        1   28552602   28574616     97      10  371151     0.042462      0.48307
83667        1   28575963   28619002    167      29  383339      0.52368      0.30025
54797        1   28645513   28672478     70      22  379925       2.3068     0.010534
65979        1   28686093   28836881    644      19  366459       2.0812     0.018707
1104         1   28822455   28875708    204      26  349721       1.8126     0.034947
54952        1   28869529   28915057    120      26  355194       2.4747    0.0066683
115273       1   28908712   28931098     54      24  342683      0.94804      0.17155
6883         1   28919608   28985416    198      40  351306       1.2755      0.10106
10691        1   28985234   29052115    181      30  365812       1.0983      0.13605
51441        1   29053133   29106287    170      32  374713       1.2888     0.098732
4985         1   29128654   29200208    325      39  376572      0.26501       0.3955
2035         1   29203603   29456558    778      43  374283      0.45841      0.32333
399474       1   29435937   29460421     97      24  382125      0.36694      0.35683
6429         1   29464250   29518637    178      35  357188     0.071242       0.4716
51102        1   29509385   29567460    212      33  385109      0.19228      0.42376
10076        1   29553028   29663325    374      55  391082      0.92477      0.17754
4146         1   31174124   31206432    144      15  393622      0.56849      0.28485
7805         1   31195315   31240683    129      35  314335       2.5539    0.0053261
9672         1   31332313   31391480    208      58  353379        1.591     0.055807
9698         1   31394353   31548838    527      32  368183       2.4272    0.0076071
79570        1   31642592   31722734    372      27  357568       2.5818    0.0049147
9410         1   31722415   31779644    236      24  382318       1.0666      0.14307
51538        1   31759832   31848569    320      24  392755        1.183       0.1184
2170         1   31828100   31855923     97      17  388304       1.8071     0.035375
347735       1   31872412   31917527    226      28  367313      0.41907      0.33758
64129        1   32032086   32063290     92      30  288674      0.57283      0.28338
3061         1   32073290   32103214     74      10  390580      -1.0842      0.86085
553115       1   32085463   32120838     77      11  386266     -0.64014      0.73896
1307         1   32107848   32179768    228      47  370008     -0.53581      0.70395
576          1   32182718   32240494    165      19  361038     -0.70593      0.75988
90853        1   32246023   32291630    165      28  377482      -1.0392      0.85065
8073         1   32362022   32413988    178      21  360349       -1.523      0.93612
10657        1   32469295   32536460    104      47  366358    0.0083316      0.49668
55116        1   32528503   32578467    112      24  376271     -0.94645      0.82804
23633        1   32563644   32652169    189      30  355192     -0.84204      0.80012
200081       1   32635293   32673886     90      23  362628      -1.0255      0.84744
79140        1   32656202   32680991     61      20  385379      -1.0475      0.85255
55721        1   32661236   32684288     61      24  381607      -1.2999      0.90318
149069       1   32664695   32691797     74      22  387662       -1.269      0.89778
56063        1   32670040   32697954     75      19  394326       -1.356      0.91244
8668         1   32677971   32707205     72      13  400882      -1.5495      0.93936
84734        1   32702818   32724461     63      14  383455     -0.45123      0.67409
3932         1   32706840   32761766    133      40  353799      0.32363      0.37311
3065         1   32747708   32809227    128      25  353932     -0.32462      0.62727
65108        1   32789430   32811840     32      22  341327      -1.7755       0.9621
81629        1   32808365   32840098     46      16  371272     -0.03077      0.51227
100128071    1   32816871   32837844     29      10  377876     -0.44301      0.67112
55108        1   32820704   32870062     77      29  365765      0.32014      0.37443
728116       1   32920658   32963460     79      20  339507       2.4308    0.0075332
653121       1   32994772   33081542    264      21  374886      0.13007      0.44826
339487       1   33076421   33126565    213      20  376040     -0.74278      0.77119
5928         1   33106749   33161812    218      16  363442     -0.54553      0.70731
81493        1   33135507   33178361    151      16  349516     -0.30981      0.62165
57648        1   33197492   33250571    128      37  335408      0.36685      0.35686
8565         1   33230840   33293633    172      28  373649     0.086743      0.46544
64766        1   33272368   33334480    151      32  387530    -0.083318       0.5332
252995       1   33317869   33348093     66      21  379040      0.19025      0.42456
3208         1   33341688   33370247     75      28  339877     -0.54736      0.70793
113452       1   33350196   33377041     54      17  356043      0.16949      0.43271
127544       1   33392050   33440467    129      23  376354       1.2332      0.10875
204          1   33463541   33512512    135      26  374506      0.16319      0.43519
113451       1   33536711   33596132    175      33  368882     -0.76394      0.77755
55223        1   33601000   33657671    191      21  360727      -0.2872      0.61302
149076       1   33711908   33776321    158      28  360385     -0.60226       0.7265
127550       1   33762367   33796699    116      21  360894    -0.036156      0.51442
1912         1   33779224   33851194    246      32  379408     -0.46296       0.6783
7579         1   33928232   33972105    118      17  387904       1.2042      0.11426
114784       1   33969609   34641443   2348     208  359544      0.65559      0.25604
127540       1   34316076   34340392     63      17  360598     -0.22233      0.58797
84970        1   34622624   34694732    342      53  370954     -0.89633      0.81496
2709         1   35210648   35234113    119      30  332303      0.61456      0.26942
127534       1   35215342   35239325    118      24  346751      0.93184      0.17571
2707         1   35236790   35261967    131      25  350147       1.5605      0.05932
2701         1   35248559   35271351    135      28  301887         1.11      0.13349
113444       1   35305963   35335417     87      29  348031     -0.75082      0.77362
58512        1   35321037   35401083    144      42  343504       0.5061      0.30639
100506144    1   35437127   35460948     64       9  317629     -0.41985       0.6627
9204         1   35441766   35507569    172      14  320818     -0.44475      0.67175
79830        1   35515387   35591460    157      20  312862     -0.40265       0.6564
